   2.42917    7.73794    4.32345 1
   4.00919    9.78787    4.32345 2
   2.62005    8.17252    4.32345 1
   2.94849   10.08934    4.32345 2
   3.15134    7.91166    4.32345 1
   3.00073   10.32754    4.32345 2
   2.67282    5.95774    4.32345 1
   3.05892    8.62706    4.32345 2
   3.74026    8.47889    4.32345 2
   3.67914    7.82055    4.32345 2
   2.02498    5.78231    4.32345 1
   2.52544    7.37632    4.32345 1
   2.11524    8.82001    4.32345 2
   2.42080    7.17628    4.32345 1
   1.91931    7.41659    4.32345 1
   4.20703    8.77152    4.32345 2
   2.65303    7.73544    4.32345 1
   4.13912    8.57144    4.32345 2
   3.69572    7.62922    4.32345 2
   1.91686    6.66850    4.32345 1
   3.71548    6.43729    4.32345 1
   3.10527    9.94882    4.32345 2
   3.39201    8.25739    4.32345 2
   2.96093    7.05596    4.32345 1
   4.71954    9.52972    4.32345 2
   2.88563    8.65023    4.32345 2
   4.27560    9.63542    4.32345 2
   2.56509    7.36184    4.32345 1
   3.20369    9.49494    4.32345 2
   3.30804    8.30970    4.32345 2
   1.57660    6.47255    4.32345 1
   4.28555    9.73299    4.32345 2
   2.52858    6.81855    4.32345 1
   3.61183    9.15027    4.32345 2
   3.35391    8.81774    4.32345 2
   3.88731    8.62426    4.32345 2
   3.74297   10.75927    4.32345 2
   3.56722    9.58562    4.32345 2
   3.21809    7.24917    4.32345 1
   3.36501    6.30383    4.32345 1
   2.99530    8.44586    4.32345 1
   3.35620    7.59211    4.32345 2
   3.57269   11.34341    4.32345 2
   4.30121   11.39986    4.32345 2
   3.16904   10.01395    4.32345 2
   3.82456    9.24088    4.32345 2
   3.23789   10.16367    4.32345 2
   4.77474    6.41395    4.32345 2
   3.15261    5.88936    4.32345 1
   2.92711    6.66682    4.32345 1
   2.15383    7.69714    4.32345 1
   2.71589   10.44887    4.32345 2
   3.90461    8.30204    4.32345 2
   2.32514    6.71337    4.32345 1
   2.69608    6.72827    4.32345 1
   2.70922    8.46385    4.32345 2
   2.27719    7.01948    4.32345 1
   1.35782    7.73001    4.32345 1
   3.75257    9.03465    4.32345 2
   2.54458    9.56545    4.32345 2
   2.74894    6.38825    4.32345 1
   3.12803    6.22321    4.32345 1
   4.37251    9.53825    4.32345 2
   1.72599    7.16079    4.32345 1
   3.80174    8.78689    4.32345 2
   2.85891    8.13811    4.32345 1
   2.79555    8.57991    4.32345 2
   3.84030    9.38616    4.32345 2
   3.54088    6.81069    4.32345 1
   1.68825    7.24432    4.32345 1
   2.86627    8.53212    4.32345 1
   2.63655    9.04957    4.32345 2
   3.35794    7.29690    4.32345 1
   3.44956    8.09549    4.32345 2
   1.98430    6.67525    4.32345 1
   2.68201    7.56580    4.32345 1
   2.77027    6.50054    4.32345 1
   2.33916    5.47991    4.32345 1
   2.03782    5.62956    4.32345 1
   2.03058    7.03984    4.32345 1
   2.28609    6.58866    4.32345 1
   3.93859    9.83022    4.32345 2
   4.89056    8.54778    4.32345 2
   2.70052    5.31882    4.32345 1
   3.37141    7.34172    4.32345 2
   4.72037    9.21624    4.32345 2
   4.49579   10.24495    4.32345 2
   2.99023    8.27470    4.32345 2
   3.03868    6.71164    4.32345 1
   3.85436    8.43072    4.32345 2
   2.08398    7.77781    4.32345 1
   4.15845    8.00041    4.32345 2
   3.54275    6.67627    4.32345 1
   2.55918    7.73691    4.32345 1
   3.07219    7.70345    4.32345 1
   3.08196    9.81247    4.32345 2
   2.19607    6.08904    4.32345 1
   2.15860    6.74120    4.32345 1
   4.29360    8.11622    4.32345 2
   3.82759    8.80700    4.32345 2
   3.00471    9.10501    4.32345 2
   2.31190    8.25536    4.32345 1
   2.94338    6.68669    4.32345 1
   2.71477    6.70260    4.32345 1
   3.97743    9.36820    4.32345 2
   1.88057    8.09607    4.32345 1
   2.65083    6.98703    4.32345 1
   2.19724    5.80813    4.32345 1
   2.92226    7.62266    4.32345 2
   2.72420    7.16493    4.32345 1
   2.09140    6.35057    4.32345 1
   1.39159    7.01235    4.32345 1
   2.87780    7.63688    4.32345 1
   2.15546    5.79534    4.32345 1
   2.04108    6.80783    4.32345 1
   1.41397    7.84369    4.32345 1
   1.58671    6.26373    4.32345 1
   4.17162    8.95917    4.32345 2
   3.75650    9.72080    4.32345 2
   3.66029    8.66509    4.32345 2
   2.46147    5.62830    4.32345 1
   3.86865    8.40438    4.32345 2
   3.68597    8.19430    4.32345 2
   3.05156    8.51294    4.32345 2
   1.76863    5.83107    4.32345 1
   3.58487    8.73402    4.32345 2
   2.84416    6.99891    4.32345 1
   3.75474    7.79732    4.32345 1
   1.72379    6.32849    4.32345 1
   3.02600    9.87437    4.32345 2
   1.88982    7.90133    4.32345 1
   2.62183    7.34184    4.32345 1
   2.33645    6.80942    4.32345 1
   3.04280    7.64821    4.32345 1
   3.39659    6.77315    4.32345 2
   3.82011   10.21238    4.32345 2
   2.16763    6.79944    4.32345 1
   2.26948    7.73161    4.32345 1
   4.25153    8.92594    4.32345 2
   3.78869   10.83568    4.32345 2
   2.30861    8.67019    4.32345 2
   3.64911    9.80701    4.32345 2
   4.66265    9.15270    4.32345 2
   2.52354    8.40242    4.32345 2
   3.65467    8.28473    4.32345 2
   1.85664    6.93065    4.32345 1
   4.01714    8.98523    4.32345 2
   2.46527    6.51717    4.32345 1
   1.33004    6.73320    4.32345 1
   4.09086   10.41437    4.32345 2
   1.61993    7.91953    4.32345 1
   4.45593   10.33890    4.32345 2
   1.68571    6.86092    4.32345 1
   3.22549   11.79502    4.32345 2
   2.71111    7.88285    4.32345 1
   2.99213    5.73042    4.32345 1
   2.31527    6.47364    4.32345 1
   3.47758    8.24109    4.32345 1
   4.29616    9.70660    4.32345 2
   2.79809    7.86585    4.32345 1
   2.61869    6.76497    4.32345 1
   2.89158    6.77171    4.32345 1
   2.16391    7.67030    4.32345 2
   2.27590    6.50326    4.32345 1
   3.55660   12.13136    4.32345 2
   3.49505    9.84624    4.32345 2
   4.63961    8.03991    4.32345 2
   4.07790    8.58903    4.32345 2
   2.43000    7.23684    4.32345 1
   2.41821    7.10632    4.32345 1
   4.17541    7.33948    4.32345 2
   3.53951    6.67578    4.32345 2
   2.10471    7.86097    4.32345 1
   3.54336    8.27757    4.32345 2
   2.16907    7.02303    4.32345 1
   1.39676    5.95636    4.32345 1
   2.98325    7.09878    4.32345 1
   3.86578   10.66035    4.32345 2
   4.92377    9.46605    4.32345 2
   1.97564    7.34768    4.32345 1
   2.58392    7.37390    4.32345 1
   4.07486    9.00471    4.32345 2
   2.77171    9.58512    4.32345 2
   3.29595   10.10060    4.32345 2
   2.04163    7.26529    4.32345 1
   2.12699    7.13438    4.32345 1
   2.77645    6.64803    4.32345 1
   3.43562    8.59505    4.32345 2
   3.91511    8.90483    4.32345 2
   3.87006    9.49452    4.32345 2
   3.65092    9.98739    4.32345 2
   1.31915    6.67295    4.32345 1
   2.83011    6.78690    4.32345 1
   3.20942    9.85812    4.32345 2
   3.50620    9.67546    4.32345 2
   3.66811    9.54915    4.32345 2
   3.64997    7.11694    4.32345 1
   3.29982    9.13029    4.32345 2
   3.64662    8.15148    4.32345 2
   2.70237    9.70428    4.32345 2
